,value,datetime
474,0.7773667744413076,2019-07-20T18:00:00+02:00
475,0.7753457599305889,2019-07-20T19:00:00+02:00
476,0.7701116793257976,2019-07-20T20:00:00+02:00
477,0.7685444073787383,2019-07-20T21:00:00+02:00
478,0.7594294324300191,2019-07-20T22:00:00+02:00
479,0.7152720753882126,2019-07-20T23:00:00+02:00
480,0.6765736807442613,2019-07-21T00:00:00+02:00
481,0.6365684841439554,2019-07-21T01:00:00+02:00
482,0.6080863508243342,2019-07-21T02:00:00+02:00
483,0.5866642035960997,2019-07-21T03:00:00+02:00
484,0.5747349228819896,2019-07-21T04:00:00+02:00
485,0.5690797384593026,2019-07-21T05:00:00+02:00
486,0.5652798705669216,2019-07-21T06:00:00+02:00
487,0.5580147584450389,2019-07-21T07:00:00+02:00
488,0.5834097338756874,2019-07-21T08:00:00+02:00
489,0.6293769691938933,2019-07-21T09:00:00+02:00
490,0.6679902192836777,2019-07-21T10:00:00+02:00
491,0.697430674037959,2019-07-21T11:00:00+02:00
492,0.7200278161136958,2019-07-21T12:00:00+02:00
493,0.7426249025393974,2019-07-21T13:00:00+02:00
494,0.7578266001103373,2019-07-21T14:00:00+02:00
495,0.7471270738785663,2019-07-21T15:00:00+02:00
496,0.7359265582030782,2019-07-21T16:00:00+02:00
497,0.7316709999957984,2019-07-21T17:00:00+02:00
498,0.7266215105584395,2019-07-21T18:00:00+02:00
499,0.7305319828961842,2019-07-21T19:00:00+02:00
